id,course_name,course_level,couse_code,school_id,department_id
943,Mindful Meditations,4500,PSYC-4500,1,37
944,Moralities of Everyday Life,4600,PSYC-4600,1,37
945,Nine Myths About Schizophrenia,4700,PSYC-4700,1,37
946,Neural Networks and Biological Modeling,4800,PSYC-4800,1,37
947,Neuroscience and Behavior,4900,PSYC-4900,1,37
948,Neuroscience and Free Will,5000,PSYC-5000,1,37
949,Personality and Its Transformations (2016),5100,PSYC-5100,1,37
950,Personality and Its Transformations (2017),5200,PSYC-5200,1,37
951,Philosophical Issues in Brain Science,5300,PSYC-5300,1,37
952,Positive Psychology,5400,PSYC-5400,1,37
953,Positive Psychology: Martin E. P. Seligman’s Visionary Science,5500,PSYC-5500,1,37
954,Positive Psychology: Resilience Skills,5600,PSYC-5600,1,37
955,Positive Psychiatry and Mental Health,5700,PSYC-5700,1,37
956,Positive Psychology,5800,PSYC-5800,1,37
957,Principles of Human Development,5900,PSYC-5900,1,37
958,Psychological First Aid,6000,PSYC-6000,1,37
959,Psychology Fundamentals,6100,PSYC-6100,1,37
960,Psychology of Gender,6200,PSYC-6200,1,37
961,Psychology and Economics,6300,PSYC-6300,1,37
962,Psychology and Religion,6400,PSYC-6400,1,37
963,Psychology of Perception,6500,PSYC-6500,1,37
964,Psychology of Personality,6600,PSYC-6600,1,37
965,Research and Data Analysis in Psychology,6700,PSYC-6700,1,37
966,Scientific Approaches to Consciousness,6800,PSYC-6800,1,37
967,Sensory Systems,6900,PSYC-6900,1,37
968,"Peter Schiller, MIT",7000,PSYC-7000,1,37
969,Social Cognition,7100,PSYC-7100,1,37
970,Social Psychology,7200,PSYC-7200,1,37
971,Social Psychology,7300,PSYC-7300,1,37
972,"Synapses, Neurons and Brains",7400,PSYC-7400,1,37
973,The Arts and Science of Relationships: Understanding Human Needs,7500,PSYC-7500,1,37
974,The Biology of Consciousness,7600,PSYC-7600,1,37
975,The Neuronal Basis of Psychology,7700,PSYC-7700,1,37
976,The New Psychology of Depression,7800,PSYC-7800,1,37
977,"The Psychology, Biology and Politics of Food",7900,PSYC-7900,1,37
978,The Science of Psychedelics,8000,PSYC-8000,1,37
979,The Science of Well-Being,8100,PSYC-8100,1,37
980,The World of Abnormal Psychology,8200,PSYC-8200,1,37
981,Understanding the Brain: The Neurobiology of Everyday Life,8300,PSYC-8300,1,37
982,Understanding Memory: Explaining the Psychology of Memory through Movies,8400,PSYC-8400,1,37
983,A Journey through Western Christianity: from Persecuted Faith to Global Religion (200,100,RELI-0100,1,37
984,Ancient Israel,200,RELI-0200,1,37
985,Apologetics 101,300,RELI-0300,1,37
986,"Biblical Hermeneutics, Old and New Testament",400,RELI-0400,1,37
987,Biblical Theology,500,RELI-0500,1,37
988,Buddhism and Cognitive Science,600,RELI-0600,1,37
989,Buddhism and Modern Psychology,700,RELI-0700,1,37
990,Buddhism Through its Scriptures,800,RELI-0800,1,37
991,Buddhist Psychology,900,RELI-0900,1,37
992,Christianity and Ethics,1000,RELI-1000,1,37
993,Christianity Through Its Scriptures,1100,RELI-1100,1,37
994,Doctrine of God,1200,RELI-1200,1,37
995,Faith and Globalization,1300,RELI-1300,1,37
996,"Faith, Social Justice and Public Life",1400,RELI-1400,1,37
997,From Israelite to Jew,1500,RELI-1500,1,37
998,Genesis Through Joshua,1600,RELI-1600,1,37
999,Hinduism Through Its Scriptures,1700,RELI-1700,1,37
1000,Historical Jesus,1800,RELI-1800,1,37
1001,History and Philosophy of Christian Thought,1900,RELI-1900,1,37
1002,History of Christianity I ,2000,RELI-2000,1,37
1003,History of Christianity II ,2100,RELI-2100,1,37
1004,History of Christian Philosophy,2200,RELI-2200,1,37
1005,History of Islamic Society,2300,RELI-2300,1,37
1006,History and Nature of Apologetics,2400,RELI-2400,1,37
1007,Introduction to the Old Testament (Hebrew Bible),2500,RELI-2500,1,37
1008,Introduction to the Quran: The Scripture of Islam,2600,RELI-2600,1,37
1009,Introduction to New Testament History and Literature,2700,RELI-2700,1,37
1010,Introduction to Religion,2800,RELI-2800,1,37
1011,Islam Through Its Scriptures,2900,RELI-2900,1,37
1012,Jerusalem: The Holy City from Ancient Canaan t0 Modern Israel,3000,RELI-3000,1,37
1013,Jews and Christians Throughout History,3100,RELI-3100,1,37
1014,Judaism Through Its Scriptures,3200,RELI-3200,1,37
1015,Literature and World of the Old Testament/Hebrew Bible,3300,RELI-3300,1,37
1016,Medieval Church,3400,RELI-3400,1,37
1017,Philosophy of Religion,3500,RELI-3500,1,37
1018,Philosophy of Religion,3600,RELI-3600,1,37
1019,"Philosophy, Science and Religion: Science and Philosophy",3700,RELI-3700,1,37
1020,Religion and its Future,3800,RELI-3800,1,37
1021,Religious Literacy: Traditions and Scriptures,3900,RELI-3900,1,37
1022,"Science, Magic and Religion: From Antiquity to Present",4000,RELI-4000,1,37
1023,Science & Religion 101,4100,RELI-4100,1,37
1024,Science vs. Religion,4200,RELI-4200,1,37
1025,Systematic Theology 101: Prolegomena,4300,RELI-4300,1,37
1026,The Bible and English Literature,4400,RELI-4400,1,37
1027,The Central Philosophy of Tibet,4500,RELI-4500,1,37
1028,The Hebrew Bible,4600,RELI-4600,1,37
1029,The Hebrew Scriptures in Judaism & Christianity,4700,RELI-4700,1,37
1030,The Reformation,4800,RELI-4800,1,37
1031,"Religion, Conflict and Peace",4900,RELI-4900,1,37
1032,The Talmud: A Methodological Introduction,5000,RELI-5000,1,37
1033,Theology of Hebrews,5100,RELI-5100,1,37
1034,Cosmologies of Capitalism,100,SOCI-0100,1,37
1035,Foundations of Modern Social Theory,200,SOCI-0200,1,37
1036,Global Sociology,300,SOCI-0300,1,37
1037,Human Development Across the Lifespan in a Social Context,400,SOCI-0400,1,37
1038,Introduction to the Science of Nonviolence,500,SOCI-0500,1,37
1039,Introduction to Sociology,600,SOCI-0600,1,37
1040,Introduction to Sociology,700,SOCI-0700,1,37
1041,Introduction to Sociology,800,SOCI-0800,1,37
1042,Paradoxes of War,900,SOCI-0900,1,37
1043,Rethinking Feminism,1000,SOCI-1000,1,37
1044,Sexuality and Power,1100,SOCI-1100,1,37
1045,Sociological Theory,1200,SOCI-1200,1,37
1046,Statistics for the Social Sciences,1300,SOCI-1300,1,37
1047,The History of Fear,1400,SOCI-1400,1,37
1048,The History of Western Social Theory,1500,SOCI-1500,1,37
1049,The Invention of the Modern World,1600,SOCI-1600,1,37
1050,Sensing Place: Photography as Inquiry,100,URBA-0100,1,37
1051,Arabic Elementary Course,100,WORL-0100,1,37
1052,Arabic for Beginners 1,200,WORL-0200,1,37
1053,Ancient Greek,300,WORL-0300,1,37
1054,"Ancient Languages (Greek, Latin, Sanskrit, Old English, etc)",400,WORL-0400,1,37
1055,Basic German,500,WORL-0500,1,37
1056,Beginner’s Chinese,600,WORL-0600,1,37
1057,Chinese Course,700,WORL-0700,1,37
1058,Beginning Chinese,800,WORL-0800,1,37
1059,Beginning Chinese Reader,900,WORL-0900,1,37
1060,Intermediate Chinese,1000,WORL-1000,1,37
1061,Intermediate Chinese Reader,1100,WORL-1100,1,37
1062,Advanced Chinese,1200,WORL-1200,1,37
1063,Advanced Chinese Reader,1300,WORL-1300,1,37
1064,Brazilian Portuguese Pronunciation,1400,WORL-1400,1,37
1065,Chinese Basic,1500,WORL-1500,1,37
1066,Dialogue for German Learners: Beginner’s Level,1600,WORL-1600,1,37
1067,Francais interactif,1700,WORL-1700,1,37
1068,Elementary French 1,1800,WORL-1800,1,37
1069,Elementary French 2,1900,WORL-1900,1,37
1070,French in Action Free Online Video,2000,WORL-2000,1,37
1071,French 1 & French 2,2100,WORL-2100,1,37
1072,Icelandic Online,2200,WORL-2200,1,37
1073,Intermediate Chinese,2300,WORL-2300,1,37
1074,Introduction to Ancient Greek,2400,WORL-2400,1,37
1075,Introduction to Urdu Alphabet,2500,WORL-2500,1,37
1076,Introduction to Homeric Greek,2600,WORL-2600,1,37
1077,Japanese Kana,2700,WORL-2700,1,37
1078,Kanji Characters,2800,WORL-2800,1,37
1079,Mandarin Chinese Characters,2900,WORL-2900,1,37
1080,Numbers and Radicals,3000,WORL-3000,1,37
1081,Online Intermediate College Korean,3100,WORL-3100,1,37
1082,Pathway to Korean: Beginning Spoken Korean from Zero,3200,WORL-3200,1,37
1083,Russian Essentials,3300,WORL-3300,1,37
1084,Russian for Beginners 1,3400,WORL-3400,1,37
1085,Spanish 1,3500,WORL-3500,1,37
1086,Spanish 2,3600,WORL-3600,1,37
1087,Spanish 3,3700,WORL-3700,1,37
1088,Speak Italian with Your Mouth Full,3800,WORL-3800,1,37
1089,Thai Alphabet,3900,WORL-3900,1,37
1090,Aircraft Systems Engineering,100,AERO-0100,2,25
1091,Space Flight Mechanics,200,AERO-0200,2,25
1092,Advanced Algorithms,100,COMP-0100,2,10
1093,Advanced Data Structures,200,COMP-0200,2,10
1094,Advanced Operating Systems Structures and Implementation,300,COMP-0300,2,10
1095,"Algorithms, Part I",400,COMP-0400,2,10
1096,"Algorithms, Part II",500,COMP-0500,2,10
1097,Algorithm Design and Analysis,600,COMP-0600,2,10
1098,Algorithms for Big Data,700,COMP-0700,2,10
1099,Algorithmic Lower Bounds: Fun with Hardness Proofs,800,COMP-0800,2,10
1100,"Erik Demaine, MIT",900,COMP-0900,2,10
1101,Android Development,1000,COMP-1000,2,10
1102,AI for Everyone,1100,COMP-1100,2,10
1103,Applied AI with DeepLearning,1200,COMP-1200,2,10
1104,Artificial Intelligence,1300,COMP-1300,2,10
1105,Artificial Intelligence,1400,COMP-1400,2,10
1106,Artificial Intelligence,1500,COMP-1500,2,10
1107,Free Course in Multiple formats,1600,COMP-1600,2,10
1108,Artificial Intelligence,1700,COMP-1700,2,10
1109,Artificial Intelligence,1800,COMP-1800,2,10
1110,Free Course in Multiple formats,1900,COMP-1900,2,10
1111,Artificial Intelligence,2000,COMP-2000,2,10
1112,Basic Concepts of Operating Systems & System Programming,2100,COMP-2100,2,10
1113,Bitcoin and Cryptocurrency Technologies,2200,COMP-2200,2,10
1114,Bitcoin and Cryptocurrency Technologies,2300,COMP-2300,2,10
1115,Bits: The Computer Science of Digital Information,2400,COMP-2400,2,10
1116,Blender 3D Design,2500,COMP-2500,2,10
1117,Building Dynamic Web Sites,2600,COMP-2600,2,10
1118,Building Mobile Applications,2700,COMP-2700,2,10
1119,Calling Bullshit in the Age of Big Data,2800,COMP-2800,2,10
1120,C Programming: Getting Started,2900,COMP-2900,2,10
1121,Codecademy,3000,COMP-3000,2,10
1122,Coding Together: Apps for iPhone and iPad (2013),3100,COMP-3100,2,10
1123,Computational Camera and Photography,3200,COMP-3200,2,10
1124,Computational Discrete Mathematics,3300,COMP-3300,2,10
1125,Computer Architecture,3400,COMP-3400,2,10
1126,Computer Graphics,3500,COMP-3500,2,10
1127,Computer Graphics,3600,COMP-3600,2,10
1128,Computer Language Engineering,3700,COMP-3700,2,10
1129,Computer Networks,3800,COMP-3800,2,10
1130,Computer Science: Foundations of Computer & Information Security,3900,COMP-3900,2,10
1131,Computer Systems,4000,COMP-4000,2,10
1132,Computer System Engineering,4100,COMP-4100,2,10
1133,Computer Systems Security,4200,COMP-4200,2,10
1134,Convolutional Neural Networks,4300,COMP-4300,2,10
1135,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,4400,COMP-4400,2,10
1136,"CS50, Harvard’s Introductory Computer Science Course (2017)",4500,COMP-4500,2,10
1137,"CS50, Harvard’s Introductory Computer Science Course (2016)",4600,COMP-4600,2,10
1138,Cybersecurity and Its Ten Domains,4700,COMP-4700,2,10
1139,Cybersecurity Fundamentals,4800,COMP-4800,2,10
1140,Cybersecurity Risk Management,4900,COMP-4900,2,10
1141,Data Science (What is Data Science?),5000,COMP-5000,2,10
1142,Database Systems Design,5100,COMP-5100,2,10
1143,Data Structures,5200,COMP-5200,2,10
1144,Data Structures,5300,COMP-5300,2,10
1145,Data Structures and Algorithms,5400,COMP-5400,2,10
1146,Data Structures,5500,COMP-5500,2,10
1147,Deep Learning Explained,5600,COMP-5600,2,10
1148,Deep Learning,5700,COMP-5700,2,10
1149,Deep Learning,5800,COMP-5800,2,10
1150,Design and Analysis of Algorithms,5900,COMP-5900,2,10
1151,Design in Computing,6000,COMP-6000,2,10
1152,Developing iOS 9 Apps with Swift,6100,COMP-6100,2,10
1153,Developing iOS 10 Apps with Swift,6200,COMP-6200,2,10
1154,Developing iPad Applications for Visualization and Insight,6300,COMP-6300,2,10
1155,Discrete Mathematical Structures,6400,COMP-6400,2,10
1156,Discrete Mathematics and Probability Theory,6500,COMP-6500,2,10
1157,Discrete Stochastic Processes,6600,COMP-6600,2,10
1158,"Robert Gallagher, MIT",6700,COMP-6700,2,10
1159,Discrete Structures,6800,COMP-6800,2,10
1160,Discrete Structures,6900,COMP-6900,2,10
1161,Efficient Algorithms and Intractable Problems,7000,COMP-7000,2,10
1162,Essential Math for Machine Learning: Python Edition,7100,COMP-7100,2,10
1163,Foundations of Computer Graphics,7200,COMP-7200,2,10
1164,Google Cloud Platform Fundamentals: Core Infrastructure,7300,COMP-7300,2,10
1165,Graphics Architecture,7400,COMP-7400,2,10
1166,Great Insights in Computing,7500,COMP-7500,2,10
1167,Higher Computing,7600,COMP-7600,2,10
1168,Human-Computer Interaction Seminar,7700,COMP-7700,2,10
1169,Learn to Program in Java,7800,COMP-7800,2,10
1170,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",7900,COMP-7900,2,10
1171,Innovative Computing,8000,COMP-8000,2,10
1172,"Intensive Introduction to Computer Science Using C, PHP, and JavaScript",8100,COMP-8100,2,10
1173,"David Malan, Harvard",8200,COMP-8200,2,10
1174,Internet of Things: Communication Technologies,8300,COMP-8300,2,10
1175,Introduction to Artificial Intelligence (AI),8400,COMP-8400,2,10
1176,Introduction to AI Robotics,8500,COMP-8500,2,10
1177,Introduction to Algorithms,8600,COMP-8600,2,10
1178,"Prof. Charles Leiserson & Erik Demaine, MIT",8700,COMP-8700,2,10
1179,Introduction to Computer Graphics & GPU Programming,8800,COMP-8800,2,10
1180,Introduction to Computer Science and Programming in Python,8900,COMP-8900,2,10
1181,Introduction to Computational Thinking and Data Science,9000,COMP-9000,2,10
1182,Introduction to Computer Science and Programming (Using Python),9100,COMP-9100,2,10
1183,Introduction to Computer Science: Programming Methodology,9200,COMP-9200,2,10
1184,"Mehran Sahami, Stanford",9300,COMP-9300,2,10
1185,Introduction to Computer Science: Programming Abstractions,9400,COMP-9400,2,10
1186,"Julie Zelenski, Stanford",9500,COMP-9500,2,10
1187,Introduction to Computer Science: Programming Paradigms,9600,COMP-9600,2,10
1188,"Jerry Cain, Stanford",9700,COMP-9700,2,10
1189,Introduction to Computer Architecture (2013),9800,COMP-9800,2,10
1190,Introduction to Computer Architecture (2012),9900,COMP-9900,2,10
1191,Introduction to Computer Graphics,10000,COMP-10000,2,10
1192,Introduction to Computing for Non-Majors,10100,COMP-10100,2,10
1193,Introduction to Computing,10200,COMP-10200,2,10
1194,Introduction to Cybersecurity,10300,COMP-10300,2,10
1195,Introduction to Cybersecurity,10400,COMP-10400,2,10
1196,Introduction to Cybersecurity Tools & Cyber Attacks,10500,COMP-10500,2,10
1197,Introduction to Electrical Engineering and Computer Science I,10600,COMP-10600,2,10
1198,"Multiple Professors, MIT",10700,COMP-10700,2,10
1199,Introduction to Embedded Systems,10800,COMP-10800,2,10
1200,Introduction to Formal Systems & Computation,10900,COMP-10900,2,10
1201,Introduction to Information Studies,11000,COMP-11000,2,10
1202,Introduction to iPhone Application Development,11100,COMP-11100,2,10
1203,Introduction to Linux,11200,COMP-11200,2,10
1204,Introduction to Problem Solving & Programming,11300,COMP-11300,2,10
1205,An Introduction to Practical Deep Learning,11400,COMP-11400,2,10
1206,Introduction to Python: Absolute Beginner,11500,COMP-11500,2,10
1207,Introduction to Python: Fundamentals,11600,COMP-11600,2,10
1208,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",11700,COMP-11700,2,10
1209,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",11800,COMP-11800,2,10
1210,iPhone Application Development in iOS5 (Fall 2011),11900,COMP-11900,2,10
1211,IT Security: Defense against the digital dark arts,12000,COMP-12000,2,10
1212,Linux Implementation/Administration Practicum,12100,COMP-12100,2,10
1213,Learning from Data: A Machine Learning Course,12200,COMP-12200,2,10
1214,Local Area Network,12300,COMP-12300,2,10
1215,Logic & Proofs,12400,COMP-12400,2,10
1216,Machine Learning,12500,COMP-12500,2,10
1217,Machine Learning,12600,COMP-12600,2,10
1218,Machine Learning,12700,COMP-12700,2,10
1219,Machine Learning Crash Course,12800,COMP-12800,2,10
1220,Machine Learning with Python: A Practical Introduction,12900,COMP-12900,2,10
1221,Machine Structures,13000,COMP-13000,2,10
1222,Massively Parallel Computing,13100,COMP-13100,2,10
1223,Mathematics for Computer Science,13200,COMP-13200,2,10
1224,Media Programming,13300,COMP-13300,2,10
1225,Mobile Software Engineering,13400,COMP-13400,2,10
1226,Multicore Programming Primer,13500,COMP-13500,2,10
1227,Network Security,13600,COMP-13600,2,10
1228,Neural Networks and Deep Learning,13700,COMP-13700,2,10
1229,Neural Networks for Machine Learning,13800,COMP-13800,2,10
1230,Operating Systems and System Programming ,13900,COMP-13900,2,10
1231,Performance Engineering of Software Systems,14000,COMP-14000,2,10
1232,Principles of Computing,14100,COMP-14100,2,10
1233,Principles of Digital Communications I,14200,COMP-14200,2,10
1234,"Profs Gallagher and Zheng, MIT",14300,COMP-14300,2,10
1235,Principles of Digital Communications II,14400,COMP-14400,2,10
1236,Probabilistic Systems Analysis and Applied Probability,14500,COMP-14500,2,10
1237,Probability for Computer Scientists,14600,COMP-14600,2,10
1238,Programming for Everybody (Getting Started with Python),14700,COMP-14700,2,10
1239,"Programming Languages, Part A",14800,COMP-14800,2,10
1240,"Programming Languages, Part B",14900,COMP-14900,2,10
1241,Programming Languages and Compilers,15000,COMP-15000,2,10
1242,Programming for Designers,15100,COMP-15100,2,10
1243,Python,15200,COMP-15200,2,10
1244,Python,15300,COMP-15300,2,10
1245,Python for Data Science and AI,15400,COMP-15400,2,10
1246,Python Data Analysis,15500,COMP-15500,2,10
1247,Python Data Representations,15600,COMP-15600,2,10
1248,Python Data Visualization,15700,COMP-15700,2,10
1249,Python Programming Essentials,15800,COMP-15800,2,10
1250,Quantum Computing for the Determined,15900,COMP-15900,2,10
1251,Ray Tracing for Global Illumination,16000,COMP-16000,2,10
1252,Responsible Computing,16100,COMP-16100,2,10
1253,"Search Engines: Technology, Society and Business",16200,COMP-16200,2,10
1254,Signal Processing on Databases,16300,COMP-16300,2,10
1255,Software as a Service,16400,COMP-16400,2,10
1256,Software Engineering: Introduction,16500,COMP-16500,2,10
1257,Startups,16600,COMP-16600,2,10
1258,TCP/IP,16700,COMP-16700,2,10
1259,Technical Support Fundamentals,16800,COMP-16800,2,10
1260,The Beauty and Joy of Computing,16900,COMP-16900,2,10
1261,The Bits and Bytes of Computer Networking,17000,COMP-17000,2,10
1262,The Future of the Internet,17100,COMP-17100,2,10
1263,The Society of Mind,17200,COMP-17200,2,10
1264,"Marvin Minsky, MIT",17300,COMP-17300,2,10
1265,The Structure and Interpretation of Computer Programs,17400,COMP-17400,2,10
1266,Theory of Computation,17500,COMP-17500,2,10
1267,Understanding Computers and the Internet,17600,COMP-17600,2,10
1268,Using Python to Access Web Data,17700,COMP-17700,2,10
1269,Virtual Reality,17800,COMP-17800,2,10
1270,Visual Navigation for Flying Robots,17900,COMP-17900,2,10
1271,Wide Area Networks,18000,COMP-18000,2,10
1272,Wireless Networking,18100,COMP-18100,2,10
1273,XML with Java,18200,COMP-18200,2,10
1274,A Crash Course in Data Science,100,DATA-0100,2,10
1275,Applied Data Science,200,DATA-0200,2,10
1276,Building a Data Science Team,300,DATA-0300,2,10
1277,Creating Dashboards and Storytelling with Tableau,400,DATA-0400,2,10
1278,Data Science (What is Data Science?),500,DATA-0500,2,10
1279,Databases and SQL for Data Science,600,DATA-0600,2,10
1280,Data Science Ethics,700,DATA-0700,2,10
1281,Data Science: Linear Regression,800,DATA-0800,2,10
1282,Data Science Methodology,900,DATA-0900,2,10
1283,Data Science: Probability,1000,DATA-1000,2,10
1284,Data Science: Productivity Tools,1100,DATA-1100,2,10
1285,Data Science Tools,1200,DATA-1200,2,10
1286,Data Science: Machine Learning,1300,DATA-1300,2,10
1287,Data Science Math Skills,1400,DATA-1400,2,10
1288,Data Science: Probability,1500,DATA-1500,2,10
1289,Data Science: R Basics,1600,DATA-1600,2,10
1290,Data Science: Visualization,1700,DATA-1700,2,10
1291,Data Science: Wrangling,1800,DATA-1800,2,10
1292,Developing Data Products,1900,DATA-1900,2,10
1293,Essential Design Principles for Tableau,2000,DATA-2000,2,10
1294,Exploratory Data Analysis,2100,DATA-2100,2,10
1295,Getting and Cleaning Data,2200,DATA-2200,2,10
1296,Inferential Statistics,2300,DATA-2300,2,10
1297,Introduction to Big Data,2400,DATA-2400,2,10
1298,Introduction to Computational Thinking and Data Science,2500,DATA-2500,2,10
1299,Introduction to Data Science in Python,2600,DATA-2600,2,10
1300,Introduction to Probability,2700,DATA-2700,2,10
1301,Introduction to R for Data Science,2800,DATA-2800,2,10
1302,Linear Regression and Modeling,2900,DATA-2900,2,10
1303,Machine Learning,3000,DATA-3000,2,10
1304,Managing Data Analysis,3100,DATA-3100,2,10
1305,Open Source Tools for Data Science,3200,DATA-3200,2,10
1306,Practical Machine Learning,3300,DATA-3300,2,10
1307,Probability and Statistics in Data Science using Python,3400,DATA-3400,2,10
1308,Python for Data Science and AI,3500,DATA-3500,2,10
1309,Python Data Structures,3600,DATA-3600,2,10
1310,R Programming,3700,DATA-3700,2,10
1311,Reproducible Research,3800,DATA-3800,2,10
1312,Statistics and R,3900,DATA-3900,2,10
1313,The Data Scientist’s Toolbox,4000,DATA-4000,2,10
1314,Advanced Analog Integrated Circuits,100,ENGI-0100,2,11
1315,Advanced Visualization,200,ENGI-0200,2,11
1316,Atomistic Computer Modeling of Materials,300,ENGI-0300,2,11
1317,"Gerbrand Ceder & Nicola Marzari, MIT",400,ENGI-0400,2,11
1318,Basic Electronics,500,ENGI-0500,2,11
1319,"Cellular Solids: Structure, Properties and Applications",600,ENGI-0600,2,11
1320,Chemical Engineering: Process Dynamics and Controls,700,ENGI-0700,2,11
1321,"Peter Woolf, University of Michigan",800,ENGI-0800,2,11
1322,Communications Systems,900,ENGI-0900,2,11
1323,Control Systems Engineering,1000,ENGI-1000,2,11
1324,Convex Optimization I,1100,ENGI-1100,2,11
1325,Convex Optimization 2,1200,ENGI-1200,2,11
1326,Digital Signal Processing,1300,ENGI-1300,2,11
1327,Direct Solar/Thermal to Electrical Energy Conversion Technologies,1400,ENGI-1400,2,11
1328,Dynamics of Machines,1500,ENGI-1500,2,11
1329,Dynamics and Control I,1600,ENGI-1600,2,11
1330,Electrical,1700,ENGI-1700,2,11
1331,"S.C Dutta Roy, IIT",1800,ENGI-1800,2,11
1332,Electro Magnetic Fields,1900,ENGI-1900,2,11
1333,Electronics & Communication Engineering,2000,ENGI-2000,2,11
1334,"K.S. Venktesh, IIT Kanpur",2100,ENGI-2100,2,11
1335,Electronic Feedback Systems,2200,ENGI-2200,2,11
1336,Electronic Techniques for Engineering ,2300,ENGI-2300,2,11
1337,Electronics,2400,ENGI-2400,2,11
1338,"K. N. Bhat, IIT Madras",2500,ENGI-2500,2,11
1339,Engineering Dynamics,2600,ENGI-2600,2,11
1340,"Kim Vandiver and David Gossard, MIT",2700,ENGI-2700,2,11
1341,Engineering Ethics,2800,ENGI-2800,2,11
1342,Engineering Ethics,2900,ENGI-2900,2,11
1343,Engineering Statics,3000,ENGI-3000,2,11
1344,Environmental Air Pollution,3100,ENGI-3100,2,11
1345,Fields and Waves,3200,ENGI-3200,2,11
1346,Fluid Mechanics,3300,ENGI-3300,2,11
1347,Fundamentals of Photovoltaics,3400,ENGI-3400,2,11
1348,Greening the Economy: Lessons from Scandinavia,3500,ENGI-3500,2,11
1349,Green Supply Chain Management,3600,ENGI-3600,2,11
1350,"Multiple Professors, MIT",3700,ENGI-3700,2,11
1351,Groundwater Hydrology,3800,ENGI-3800,2,11
1352,Charles Harvey,3900,ENGI-3900,2,11
1353,High-Speed Digital Design (requires registration),4000,ENGI-4000,2,11
1354,Humanitarian Engineering,4100,ENGI-4100,2,11
1355,Image Processing,4200,ENGI-4200,2,11
1356,Information and Entropy,4300,ENGI-4300,2,11
1357,Information Theory and Coding,4400,ENGI-4400,2,11
1358,Integrated Circuit Devices,4500,ENGI-4500,2,11
1359,Introduction to Chemical Engineering,4600,ENGI-4600,2,11
1360,Introduction to Digital Integrated Circuits,4700,ENGI-4700,2,11
1361,Introduction to Engineering,4800,ENGI-4800,2,11
1362,Introduction to Engineering,4900,ENGI-4900,2,11
1363,Introduction to Fluid Mechanics,5000,ENGI-5000,2,11
1364,Introduction to Lean Six Sigma Methods,5100,ENGI-5100,2,11
1365,Introduction to Linear Dynamical Systems,5200,ENGI-5200,2,11
1366,Introduction to Microelectronic Devices & Circuits,5300,ENGI-5300,2,11
1367,Introduction to Modeling and Simulation,5400,ENGI-5400,2,11
1368,Linear Integrated Circuits,5500,ENGI-5500,2,11
1369,Mechanical Engineering: Introduction to MEMS Design,5600,ENGI-5600,2,11
1370,Microelectronic Devices and Circuits,5700,ENGI-5700,2,11
1371,Microcontroller Design,5800,ENGI-5800,2,11
1372,Microcontroller and System-on-Chip Construction Using Verilog and Altera FPGA,5900,ENGI-5900,2,11
1373,Nano-to-Macro Transport Processes,6000,ENGI-6000,2,11
1374,Nanomanufacturing,6100,ENGI-6100,2,11
1375,"John Hart, U Michigan",6200,ENGI-6200,2,11
1376,Nonlinear Finite Element Analysis,6300,ENGI-6300,2,11
1377,Nuclear Engineering,6400,ENGI-6400,2,11
1378,Nuclear Engineering 101 Nuclear Reactions and Radiation,6500,ENGI-6500,2,11
1379,Optimization Models in Engineering,6600,ENGI-6600,2,11
1380,Pre-Engineering: Intro to Microcontrollers,6700,ENGI-6700,2,11
1381,The Art of Engineering,6800,ENGI-6800,2,11
1382,The Engineering Profession,6900,ENGI-6900,2,11
1383,The Fourier Transform and its Applications,7000,ENGI-7000,2,11
1384,"Brad Osgood, Stanford",7100,ENGI-7100,2,11
1385,Technology Entrepreneurship,7200,ENGI-7200,2,11
1386,Understanding Lasers and Fiberoptics,7300,ENGI-7300,2,11
1387,"Prof. Shaoul Ezekiel, MIT",7400,ENGI-7400,2,11
1388,Adaptation to Climate Change,100,ENVI-0100,2,11
1389,American Environmental History,200,ENVI-0200,2,11
1390,Americans and the Global Forest,300,ENVI-0300,2,11
1391,Australian Environmental History,400,ENVI-0400,2,11
1392,Blue Planet: Introduction to Oceanography,500,ENVI-0500,2,11
1393,Climate Change: Law and Policy,600,ENVI-0600,2,11
1394,Education for Sustainable Living: Environment,700,ENVI-0700,2,11
1395,Energy Regulations and the Environment,800,ENVI-0800,2,11
1396,Environmental Economics & Policy,900,ENVI-0900,2,11
1397,Environmental Economics & Policy,1000,ENVI-1000,2,11
1398,Environmental Law and Policy,1100,ENVI-1100,2,11
1399,Environmental Politics and Law,1200,ENVI-1200,2,11
1400,Free Video & Course Materials,1300,ENVI-1300,2,11
1401,Food and the Environment,1400,ENVI-1400,2,11
1402,Global Warming: Understanding the Forecast,1500,ENVI-1500,2,11
1403,"David Archer, University of Chicago",1600,ENVI-1600,2,11
1404,How Climate Works,1700,ENVI-1700,2,11
1405,International Environmental Law,1800,ENVI-1800,2,11
1406,Introduction to Environmental Science,1900,ENVI-1900,2,11
1407,"Introduction to Earthquakes, Their Causes and Effects",2000,ENVI-2000,2,11
1408,Introduction to Environmental Economics and Policy,2100,ENVI-2100,2,11
1409,Introduction to Literature and the Environment,2200,ENVI-2200,2,11
